k,retriever,db_id,question,ground_truth_sql,generated_sql,exact_match,syntax_valid,execution_status,execution_match,latency_sec,input_tokens,output_tokens,total_tokens
0,zero-shot,cordis_temporary,Find projects whose subject area is “Mathematics and Statistics”,SELECT t1.title FROM projects AS T1 join project_subject_areas as psa on T1.unics_id = psa.project join subject_areas as sa on psa.subject_area = sa.code WHERE sa.title = 'Mathematics and Statistics',"SELECT p.unics_id, p.title, p.ec_ref, p.start_date, p.end_date FROM projects p JOIN subject_areas sa ON p.ec_fund_scheme = 'Mathematics and Statistics';",False,True,Shape Mismatch,False,19.368170738220215,1492,200,1692
0,zero-shot,cordis_temporary,Show the acronym and subject area description of projects with subject area “Mathematics and Statistics”,"SELECT t1.acronym, sa.description FROM projects AS T1 join project_subject_areas as psa on T1.unics_id = psa.project join subject_areas as sa on psa.subject_area = sa.code WHERE sa.title = 'Mathematics and Statistics'","SELECT p.acronym, s.title
FROM projects p
JOIN project_subject_areas ps ON p.unics_id = ps.project
JOIN subject_areas s ON ps.subject_area = s.code
WHERE s.title = 'Mathematics and Statistics';",False,True,Value Mismatch,False,19.39280676841736,1500,200,1700
0,zero-shot,cordis_temporary,Find all different topics of projects that ended in 2014,SELECT distinct t.title FROM projects AS T1 join project_topics as pt on T1.unics_id = pt.project join topics as t on pt.topic = t.code where t1.end_year = 2014,"SELECT DISTINCT t.topic
FROM topics t
JOIN project_topics pt ON t.code = pt.topic
JOIN projects p ON pt.project = p.unics_id
WHERE p.end_date BETWE0 2014-01-01 AND p.end_date < 2015-01-01;",False,False,"SQL Error: (psycopg2.errors.SyntaxError) syntax error at or near ""BETWE0""",False,19.45749258995056,1493,200,1693
0,zero-shot,cordis_temporary,Find distinct titles of topics of projects that with end year 2014,SELECT distinct t.title FROM projects AS T1 join project_topics as pt on T1.unics_id = pt.project join topics as t on pt.topic = t.code where t1.end_year = 2014,SELECT DISTINCT title FROM topics WHERE code IN (SELECT topic FROM project_topics WHERE project IN (SELECT unics_id FROM projects WHERE end_year = 2014));,False,True,Match,True,19.32645869255066,1495,200,1695
0,zero-shot,cordis_temporary,Show the acronym of projects with a member from Greece,Select p.acronym from projects as p join project_members as pm on p.unics_id = pm.project join institutions as i on pm.institution_id = i.unics_id join countries as c on i.country_id = c.unics_id where c.country_name = 'Greece',"SELECT p.acronym
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN institutions i ON pm.institution_id = i.unics_id
WHERE i.country_id = (SELECT unics_id FROM countries WHERE country_name = 'Greece');",False,True,Match,True,19.341875314712524,1491,200,1691
0,zero-shot,cordis_temporary,Show names of institutions from France or Germany,Select i.institutions_name from institutions as i join countries as c on i.country_id = c.unics_id where c.country_name = 'France' or c.country_name = 'Germany',SELECT institutions_name FROM institutions WHERE country_id IN (SELECT unics_id FROM countries WHERE country_name = 'France' OR country_name = 'Germany');,False,True,Match,True,19.420082569122314,1487,200,1687
0,zero-shot,cordis_temporary,Show names of institutions which are not from France,Select i.institutions_name from institutions as i join countries as c on i.country_id = c.unics_id where c.country_name != 'France',SELECT institutions_name FROM institutions WHERE country_id != (SELECT unics_id FROM countries WHERE country_name = 'France');,False,True,Match,True,19.270564079284668,1488,200,1688
0,zero-shot,cordis_temporary,Count the projects that started in 2016,Select count(p.unics_id) from projects as p where start_year = 2016,SELECT COUNT(*) FROM projects WHERE start_year = 2016;,False,True,Match,True,19.41909146308899,1490,200,1690
0,zero-shot,cordis_temporary,Show the title of the project with the highest total cost,Select p.title from projects as p where total_cost = (select max(p2.total_cost) from projects as p2),SELECT title FROM projects ORDER BY total_cost DESC LIMIT 1;,False,True,Match,True,19.41542673110962,1490,200,1690
0,zero-shot,cordis_temporary,Show the name of members in projects costing less than the average project cost.,SELECT T1.member_name FROM project_members AS T1 JOIN projects AS T2 ON T1.project = T2.unics_id WHERE T2.total_cost < (SELECT AVG(T23.total_cost) FROM projects AS T23),"SELECT p.title AS project_name, m.member_name
FROM projects p
JOIN project_members m ON p.unics_id = m.project
WHERE p.total_cost < (SELECT AVG(total_cost) FROM projects);",False,True,Shape Mismatch,False,19.67897391319275,1495,200,1695
0,zero-shot,cordis_temporary,Find the id of projects with at least 100 members,select p.unics_id from projects as p join project_members as pm on p.unics_id = pm.project group by p.unics_id having count(p.unics_id) >= 100,SELECT p.unics_id FROM projects p JOIN project_members pm ON p.unics_id = pm.project WHERE (SELECT COUNT(*) FROM project_members WHERE project = p.unics_id) >= 100;,False,True,Timeout (>5s),False,19.402817964553833,1492,200,1692
0,zero-shot,cordis_temporary,Find the code and title of the funding scheme which funded the highest number of projects.,"select s.code, s.title from funding_schemes as s where s.code = (select s2.code from funding_schemes as s2 join projects as p on s2.code = p.ec_fund_scheme group by s2.code order by count(*) desc LIMIT 1)","SELECT f.code, f.title FROM funding_schemes f JOIN project_members pm ON f.code = pm.ec_fund_scheme WHERE pm.ec_fund_scheme IS NOT NULL GROUP BY f.code, f.title ORDER BY COUNT(pm.project) DESC LIMIT 1;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column pm.ec_fund_scheme does not exist,False,19.35892343521118,1498,200,1698
0,zero-shot,cordis_temporary,Show the total costs of all projects,SELECT sum(total_cost) FROM projects,SELECT SUM(total_cost) AS total_cost_sum FROM projects;,False,True,Match,True,20.610349416732788,1486,200,1686
0,zero-shot,cordis_temporary,Show me the title of projects which have an end year and a start year after 2006,select title from projects where start_year > 2006 and end_year > 2006,SELECT title FROM projects WHERE end_year > 2006 AND start_year > 2006;,False,True,Match,True,19.536064624786377,1500,200,1700
0,zero-shot,cordis_temporary,Find the projects which lasted the longest and have an end year and a start year,"select title, end_year - start_year from projects order by end_year - start_year desc limit 1","SELECT projects.unics_id, projects.title, projects.start_year, projects.end_year, projects.total_cost
FROM projects
WHERE projects.start_year IS NOT NULL AND projects.end_year IS NOT NULL
ORDER BY projects.end_year - projects.start_year DESC
LIMIT 1;",False,True,Shape Mismatch,False,19.307780027389526,1496,200,1696
0,zero-shot,cordis_temporary,Show me topic titles which starts with 'Raw materials',select title from topics where title like 'Raw materials%',SELECT title FROM topics WHERE title LIKE 'Raw materials%';,True,True,Match,True,19.40413761138916,1490,200,1690
0,zero-shot,cordis_temporary,Show me topic titles which contain the word 'climate',select title from topics where title like '%climate%',SELECT title FROM topics WHERE title LIKE '%climate%';,True,True,Match,True,19.463985204696655,1491,200,1691
0,zero-shot,cordis_temporary,Show me the number of projects where Thomas Bell was principal investigator,select count(*) from projects as p join people as peep on p.principal_investigator = peep.unics_id where peep.full_name = 'Thomas Bell',SELECT COUNT(*) FROM projects JOIN people ON projects.principal_investigator = people.unics_id WHERE people.full_name = 'Thomas Bell';,False,True,Match,True,19.480095863342285,1492,200,1692
0,zero-shot,cordis_temporary,Show me the all different names of people,select distinct full_name from people,SELECT DISTINCT full_name FROM people;,True,True,Match,True,19.452566385269165,1487,200,1687
0,zero-shot,cordis_temporary,Find the acronym of projects which have total costs between 100000 and 200000,select p.acronym from projects as p where p.total_cost between 100000 and 200000,SELECT acronym FROM projects WHERE total_cost BETWEEN 100000 AND 200000;,False,True,Match,True,19.420040369033813,1506,200,1706
0,zero-shot,cordis_temporary,Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000;,False,True,Match,True,19.47658681869507,1496,200,1696
0,zero-shot,cordis_temporary,Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000;,False,True,Match,True,19.502405405044556,1490,200,1690
0,zero-shot,cordis_temporary,Show the project title and member name where the member has a partner role ,"select title, member_name from projects as p join project_members as pm on p.unics_id = pm.project join project_member_roles as pmr on pm.member_role = pmr.code where pmr.code = 'partner'","SELECT p.title, pm.member_name
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN project_member_roles pmr ON pm.member_role = pmr.code
WHERE pmr.description = 'Partner';",False,True,Match,True,19.506766080856323,1494,200,1694
0,zero-shot,cordis_temporary,What different research domains do exist?,select distinct description from erc_research_domains,SELECT DISTINCT erc_research_domains.description FROM erc_research_domains;,False,True,Match,True,19.42878746986389,1486,200,1686
0,zero-shot,cordis_temporary,Show me the country name of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT institutions.institutions_name FROM institutions;,False,True,Shape Mismatch,False,19.35593271255493,1489,200,1689
0,zero-shot,cordis_temporary,Show me the country of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,"SELECT institutions.country_id, countries.country_name FROM institutions JOIN countries ON institutions.country_id = countries.unics_id;",False,True,Shape Mismatch,False,19.20667004585266,1488,200,1688
0,zero-shot,cordis_temporary,What is the country code 2 and country code 3 for Andorra?,"select country_code2, country_code3 from countries where country_name = 'Andorra'","SELECT country_code2, country_code3 FROM countries WHERE country_name = 'Andorra';",True,True,Match,True,19.410818576812744,1496,200,1696
0,zero-shot,cordis_temporary,Find the code of the funding scheme for Framework Partnership Agreement,select code from funding_schemes where title = 'Framework Partnership Agreement',SELECT code FROM funding_schemes WHERE title = 'Framework Partnership Agreement';,True,True,Match,True,19.48985981941223,1495,200,1695
0,zero-shot,cordis_temporary,Show me the full title of the program which is called 'Transport' in short.,select title from programmes where short_name = 'Transport',SELECT title FROM programmes WHERE short_name = 'Transport';,True,True,Match,True,20.699541568756104,1496,200,1696
0,zero-shot,cordis_temporary,Find member name and role code of project members in project with acronym GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT member_name, member_role
FROM project_members
JOIN projects ON project_members.project = projects.unics_id
WHERE projects.acronym = 'GTBB';",False,True,Match,True,19.425206661224365,1496,200,1696
0,zero-shot,cordis_temporary,Find member name and role code of project members in project GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT member_name, member_role
FROM project_members
WHERE project = (SELECT unics_id FROM projects WHERE acronym = 'GTBB');",False,True,Match,True,19.341927766799927,1492,200,1692
0,zero-shot,cordis_temporary,Show titles of programmes which have FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE parent = 'FP7';,True,True,Match,True,19.346365213394165,1492,200,1692
0,zero-shot,cordis_temporary,Show titles of programmes which have program with code FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE code = 'FP7';,False,True,Shape Mismatch,False,19.551904439926147,1495,200,1695
0,zero-shot,cordis_temporary,Get panel descriptions from research domain Life Sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',"SELECT erc_panels.description
FROM erc_panels
JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code
WHERE erc_research_domains.description LIKE '%Life Sciences%';",False,True,Match,True,19.29899573326111,1488,200,1688
0,zero-shot,cordis_temporary,Get panel descriptions from research domain life sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',"SELECT erc_panels.description
FROM erc_panels
JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code
WHERE erc_research_domains.description LIKE '%life sciences%';",False,True,Shape Mismatch,False,19.18460464477539,1488,200,1688
0,zero-shot,cordis_temporary,Find project members of type Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',"SELECT p.unics_id, p.title, p.ec_ref, p.principal_investigator
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN institutions i ON pm.institution_id = i.unics_id
WHERE pm.member_role = 'Research Organisations';",False,True,Shape Mismatch,False,19.272571325302124,1488,200,1688
0,zero-shot,cordis_temporary,Get names of project members who's activity type description is Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',SELECT member_name FROM project_members WHERE activity_type = 'Research Organisations';,False,True,Shape Mismatch,False,19.325416564941406,1495,200,1695
0,zero-shot,cordis_temporary,What is the objective of DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT title FROM projects WHERE acronym = 'DEEPCARBON';,False,True,Value Mismatch,False,19.46484613418579,1491,200,1691
0,zero-shot,cordis_temporary,What is the objective of the project with acronym DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT title FROM projects WHERE acronym = 'DEEPCARBON';,False,True,Value Mismatch,False,19.40122151374817,1497,200,1697
0,zero-shot,cordis_temporary,Get the title of projects having the term 'carbon capturing' in it's objective.,select title from projects where objective like '%carbon capturing%',SELECT title FROM projects WHERE objective LIKE '%carbon capturing%';,True,True,Timeout (>5s),False,19.318833112716675,1499,200,1699
0,zero-shot,cordis_temporary,How many projects have an objective which contains 'carbon capturing'?,select count(*) from projects where objective like '%carbon capturing%',SELECT COUNT(*) FROM projects WHERE objective LIKE '%carbon capturing%';,True,True,Match,True,19.392218351364136,1494,200,1694
0,zero-shot,cordis_temporary,Show all names of institutions from France except institutions from the territorial region of Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT institutions_name FROM institutions WHERE country_id = (SELECT unics_id FROM countries WHERE country_name = 'France') AND geocode_regions_3 NOT LIKE '010';,False,True,Shape Mismatch,False,19.550575971603394,1494,200,1694
0,zero-shot,cordis_temporary,Show institutions from France except the ones from Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT * FROM institutions WHERE country_id = (SELECT unics_id FROM countries WHERE country_name = 'France');,False,True,Shape Mismatch,False,19.535544395446777,1488,200,1688
0,zero-shot,cordis_temporary,Which institutions have never been project coordinators,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),"WITH CoordinatorInstitutions AS (
  SELECT DISTINCT institutions.unics_id
  FROM project_members
  JOIN project_erc_panels ON project_members.project = project_erc_panels.project
  JOIN erc_panels ON project_erc_panels.panel = erc_panels.code
  JOIN institutions ON project_members.institution_id = institutions.unics_id
)
SELECT DISTINCT institutions.unics_id, institutions.institutions_name
FROM institutions
WHERE institutions.unics_id NOT IN (SELECT unics_id FROM CoordinatorInstitutions);",False,True,Shape Mismatch,False,19.677002429962158,1487,200,1687
0,zero-shot,cordis_temporary,Show all of the instituions that have never coordinated a project,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),"WITH coordinated_institutions AS (
  SELECT DISTINCT institutions.unics_id
  FROM project_members
  JOIN project_erc_panels ON project_members.project = project_erc_panels.project
  JOIN erc_panels ON project_erc_panels.panel = erc_panels.code
  JOIN institutions ON project_members.institution_id = institutions.unics_id
)
SELECT DISTINCT institutions.unics_id, institutions.institutions_name
FROM institutions
WHERE institutions.unics_id NOT IN (SELECT unics_id FROM coordinated_institutions);",False,True,Shape Mismatch,False,19.518089771270752,1493,200,1693
0,zero-shot,cordis_temporary,Show all of the names of people who have worked on multiple projects,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1","SELECT p.principal_investigator, COUNT(pm.project) AS num_projects
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
GROUP BY p.principal_investigator
HAVING COUNT(pm.project) > 1;",False,True,Shape Mismatch,False,19.409144401550293,1492,200,1692
0,zero-shot,cordis_temporary,Which people have worked on more than one project,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1","SELECT p.principal_investigator, COUNT(pm.project) AS project_count
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
GROUP BY p.principal_investigator
HAVING COUNT(pm.project) > 1;",False,True,Shape Mismatch,False,19.498491525650024,1488,200,1688
0,zero-shot,cordis_temporary,What is the title of the subject area that has been granted the most funding,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(projects.total_cost) AS total_funding
FROM subject_areas
JOIN project_subject_areas ON subject_areas.code = project_subject_areas.subject_area
JOIN projects ON project_subject_areas.project = projects.unics_id
GROUP BY subject_areas.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,Value Mismatch,False,19.46927046775818,1495,200,1695
0,zero-shot,cordis_temporary,Which subject area has recieved the highest funding contribution?,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(project_members.ec_contribution) AS total_funding
FROM project_members
JOIN project_subject_areas ON project_subject_areas.project = project_members.project
JOIN subject_areas ON subject_areas.code = project_subject_areas.subject_area
GROUP BY subject_areas.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,Value Mismatch,False,19.198612451553345,1491,200,1691
0,zero-shot,cordis_temporary,Which subject area has recieved the least funding contribution,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(project_members.ec_contribution) AS total_funding
FROM project_members
JOIN project_subject_areas ON project_subject_areas.project = project_members.project
JOIN subject_areas ON subject_areas.code = project_subject_areas.subject_area
GROUP BY subject_areas.title
ORDER BY total_funding ASC
LIMIT 1;",False,True,Value Mismatch,False,19.33379864692688,1490,200,1690
0,zero-shot,cordis_temporary,What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(projects.total_cost) AS total_funding
FROM subject_areas
JOIN project_subject_areas ON subject_areas.code = project_subject_areas.subject_area
JOIN projects ON project_subject_areas.project = projects.unics_id
GROUP BY subject_areas.title
ORDER BY total_funding ASC
LIMIT 1;",False,True,Value Mismatch,False,19.355892181396484,1497,200,1697
0,zero-shot,cordis_temporary,Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count DESC
LIMIT 1;",False,True,Value Mismatch,False,19.33474063873291,1487,200,1687
0,zero-shot,cordis_temporary,Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count DESC
LIMIT 1;",False,True,Value Mismatch,False,19.382211446762085,1492,200,1692
0,zero-shot,cordis_temporary,Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count ASC
LIMIT 1;",False,True,Match,True,19.45105528831482,1488,200,1688
0,zero-shot,cordis_temporary,Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count ASC
LIMIT 1;",False,True,Match,True,19.311959981918335,1492,200,1692
0,zero-shot,cordis_temporary,Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT f.title, SUM(p.ec_contribution) AS total_funding
FROM projects p
JOIN project_programmes pp ON p.unics_id = pp.project
JOIN programmes pr ON pp.programme = pr.code
JOIN funding_schemes f ON pr.code = f.code
GROUP BY f.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column p.ec_contribution does not exist,False,19.35692000389099,1488,200,1688
0,zero-shot,cordis_temporary,Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1","SELECT funding_schemes.title, MIN(projects.total_cost) AS least_funding FROM funding_schemes JOIN projects ON funding_schemes.code = projects.ec_fund_scheme GROUP BY funding_schemes.title;",False,True,Shape Mismatch,False,19.254631519317627,1488,200,1688
0,zero-shot,cordis_temporary,Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT p.institution_id, p.ec_contribution
FROM project_members p
JOIN projects pr ON p.project = pr.unics_id
GROUP BY p.institution_id
ORDER BY SUM(p.ec_contribution) DESC;",False,True,"SQL Error: (psycopg2.errors.GroupingError) column ""p.ec_contribution"" must appear in the GROUP BY clause or be used in an aggregate function",False,19.26509690284729,1504,200,1704
0,zero-shot,cordis_temporary,Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT p.total_cost, i.institution_name, p.ec_max_contribution
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN institutions i ON pm.institution_id = i.unics_id
WHERE p.ec_max_contribution IS NOT NULL
GROUP BY p.unics_id, i.institution_name
ORDER BY p.total_cost DESC;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column i.institution_name does not exist,False,19.372100353240967,1508,200,1708
0,zero-shot,cordis_temporary,Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT title, start_year FROM projects ORDER BY start_date DESC LIMIT 1;",False,True,Shape Mismatch,False,19.303982973098755,1491,200,1691
0,zero-shot,cordis_temporary,Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date DESC LIMIT 5;",False,True,Shape Mismatch,False,19.277100801467896,1486,200,1686
0,zero-shot,cordis_temporary,Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT title, start_year FROM projects ORDER BY start_date ASC LIMIT 1;",False,True,Shape Mismatch,False,19.439979553222656,1490,200,1690
0,zero-shot,cordis_temporary,Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date ASC;",False,True,Shape Mismatch,False,19.333582162857056,1487,200,1687
0,zero-shot,cordis_temporary,What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,SELECT start_date FROM projects ORDER BY start_date LIMIT 1;,False,True,Shape Mismatch,False,19.31194496154785,1489,200,1689
0,zero-shot,cordis_temporary,On which date did the first project start?,SELECT p.start_date from projects as p order by start_date ASC,SELECT start_date FROM projects ORDER BY start_date LIMIT 1;,False,True,Shape Mismatch,False,19.321728944778442,1488,200,1688
